CustomerID,Recency,Frequency,Monetary,R,F,M,RFMGroup,RFMScore,RFM_Loyalty_Level,Cluster,Color
13467,10,99,1083.71,5,4,4,544,13,Platinum,2,blue
13468,1,302,5704.97,5,5,5,555,15,Diamond,2,blue
13470,99,10,165,2,1,1,211,4,Basic,1,green
13471,1,260,2531.58,5,5,5,555,15,Diamond,2,blue
13473,60,21,422.64,3,2,2,322,7,Silver,1,green
13474,236,64,229.59,1,4,1,141,6,Silver,1,green
13475,191,86,1431.78,1,4,4,144,9,Gold,0,red
13476,178,58,1238.47,2,3,4,234,9,Gold,0,red
13477,37,79,1454.58,3,4,4,344,11,Platinum,0,red
13479,200,15,300.95,1,2,2,122,5,Basic,1,green
13481,45,109,1804.56,3,4,4,344,11,Platinum,0,red
13482,232,11,184.64,1,1,1,111,3,Basic,1,green
13483,65,10,140.34,3,1,1,311,5,Basic,1,green
13484,241,8,313.8,1,1,2,112,4,Basic,1,green
13485,233,23,454.24,1,2,2,122,5,Basic,1,green
13486,78,69,1122.41,2,4,4,244,10,Gold,0,red
13487,57,34,575.4,3,3,3,333,9,Gold,0,red
13488,17,422,8968.31,4,5,5,455,14,Diamond,2,blue
13489,105,14,449.52,2,2,2,222,6,Silver,1,green
13491,51,86,1215.82,3,4,4,344,11,Platinum,0,red
13494,311,18,316.26,1,2,2,122,5,Basic,1,green
13495,7,48,2044.87,5,3,5,535,13,Platinum,2,blue
13496,10,35,653.33,5,3,3,533,11,Platinum,0,red
13497,282,19,348.05,1,2,2,122,5,Basic,1,green
13499,17,42,1159.11,4,3,4,434,11,Platinum,0,red
13500,23,65,1166.77,4,4,4,444,12,Platinum,0,red
13502,16,18,292,4,2,2,422,8,Silver,0,red
13503,71,17,216.85,3,2,1,321,6,Silver,1,green
13504,64,22,295.93,3,2,2,322,7,Silver,1,green
13506,316,26,458.52,1,2,2,122,5,Basic,1,green
13507,3,162,2479.16,5,5,5,555,15,Diamond,2,blue
13508,243,12,110.97,1,1,1,111,3,Basic,1,green
13509,8,44,979.72,5,3,4,534,12,Platinum,0,red
13510,1,115,1791.56,5,4,4,544,13,Platinum,2,blue
13512,260,15,251.21,1,2,2,122,5,Basic,1,green
13513,126,10,205.1,2,1,1,211,4,Basic,1,green
13514,73,4,152.2,2,1,1,211,4,Basic,1,green
13515,72,59,891.12,2,4,3,243,9,Gold,0,red
13516,21,44,1389.41,4,3,4,434,11,Platinum,0,red
13517,59,141,2128.42,3,5,5,355,13,Platinum,0,red
13518,85,38,659.44,2,3,3,233,8,Silver,0,red
13519,78,8,122.75,2,1,1,211,4,Basic,1,green
13521,1,436,1093.65,5,5,4,554,14,Diamond,2,blue
13522,30,5,125.8,4,1,1,411,6,Silver,1,green
13523,33,172,3964.88,3,5,5,355,13,Platinum,2,blue
13524,40,27,680.18,3,2,3,323,8,Silver,0,red
13525,14,6,628.78,4,1,3,413,8,Silver,1,green
13527,33,223,2287.51,3,5,5,355,13,Platinum,2,blue
13529,78,15,307.76,2,2,2,222,6,Silver,1,green
13531,205,22,483.8,1,2,3,123,6,Silver,1,green
13532,33,66,210.31,3,4,1,341,8,Silver,0,red
13533,182,76,270.79,1,4,2,142,7,Silver,0,red
13534,2,296,5870.08,5,5,5,555,15,Diamond,2,blue
13536,1,179,3448.29,5,5,5,555,15,Diamond,2,blue
13538,43,25,1280.85,3,2,4,324,9,Gold,0,red
13539,85,37,631.34,2,3,3,233,8,Silver,0,red
13544,39,87,291.41,3,4,2,342,9,Gold,0,red
13546,12,98,626.99,5,4,3,543,12,Platinum,0,red
13548,96,124,682.41,2,5,3,253,10,Gold,0,red
13549,25,51,918.2,4,3,4,434,11,Platinum,0,red
13551,319,4,91.8,1,1,1,111,3,Basic,1,green
13552,66,109,3740.07,3,4,5,345,12,Platinum,0,red
13555,73,136,4149.28,2,5,5,255,12,Platinum,0,red
13557,28,34,584.06,4,3,3,433,10,Gold,0,red
13558,5,175,605.06,5,5,3,553,13,Platinum,2,blue
13560,7,33,174.37,5,3,1,531,9,Gold,0,red
13561,215,14,141.86,1,2,1,121,4,Basic,1,green
13562,81,82,1799.33,2,4,4,244,10,Gold,0,red
13563,84,49,777.53,2,3,3,233,8,Silver,0,red
13564,144,83,1749.02,2,4,4,244,10,Gold,0,red
13565,19,38,240.22,4,3,1,431,8,Silver,0,red
13566,40,176,874.71,3,5,3,353,11,Platinum,0,red
13568,173,44,192.85,2,3,1,231,6,Silver,1,green
13569,17,85,373.75,4,4,2,442,10,Gold,0,red
13570,243,27,239.49,1,2,1,121,4,Basic,1,green
13571,12,341,2092.32,5,5,5,555,15,Diamond,2,blue
13572,205,33,1384.25,1,3,4,134,8,Silver,0,red
13573,50,26,294.4,3,2,2,322,7,Silver,1,green
13575,23,46,732.07,4,3,3,433,10,Gold,0,red
13576,10,126,6717.34,5,5,5,555,15,Diamond,2,blue
13577,25,83,1687.6,4,4,4,444,12,Platinum,0,red
13579,14,23,467.04,4,2,3,423,9,Gold,0,red
13581,309,10,118,1,1,1,111,3,Basic,1,green
13583,155,53,781.03,2,3,3,233,8,Silver,0,red
13584,306,24,142.4,1,2,1,121,4,Basic,1,green
13587,63,8,712.4,3,1,3,313,7,Silver,1,green
13588,15,174,2478.95,4,5,5,455,14,Diamond,2,blue
13589,14,21,379.65,4,2,2,422,8,Silver,0,red
13590,11,87,1981.92,5,4,5,545,14,Diamond,2,blue
13591,64,58,1117.13,3,3,4,334,10,Gold,0,red
13592,35,16,247.96,3,2,2,322,7,Silver,1,green
13593,108,128,2037.08,2,5,5,255,12,Platinum,0,red
13594,52,26,396.97,3,2,2,322,7,Silver,0,red
13596,5,166,697.04,5,5,3,553,13,Platinum,2,blue
13598,47,40,180.17,3,3,1,331,7,Silver,1,green
13599,1,247,5153.67,5,5,5,555,15,Diamond,2,blue
13600,312,19,219.52,1,2,1,121,4,Basic,1,green
13601,45,99,693.32,3,4,3,343,10,Gold,0,red
13602,64,23,428.89,3,2,2,322,7,Silver,0,red
13603,26,27,164.34,4,2,1,421,7,Silver,1,green
13606,29,43,280.54,4,3,2,432,9,Gold,0,red
13607,40,98,678.01,3,4,3,343,10,Gold,0,red
13610,12,226,1131.88,5,5,4,554,14,Diamond,2,blue
13611,89,74,1171.8,2,4,4,244,10,Gold,0,red
13614,24,201,1610.46,4,5,4,454,13,Platinum,2,blue
13615,318,23,417.69,1,2,2,122,5,Basic,1,green
13617,40,44,544.18,3,3,3,333,9,Gold,0,red
13618,173,13,177.34,2,1,1,211,4,Basic,1,green
13621,116,19,213.85,2,2,1,221,5,Basic,1,green
13623,30,81,747.78,4,4,3,443,11,Platinum,0,red
13626,252,19,257.23,1,2,2,122,5,Basic,1,green
13627,59,92,1638.47,3,4,4,344,11,Platinum,0,red
13629,23,59,7792.36,4,4,5,445,13,Platinum,2,blue
13630,5,71,2031.78,5,4,5,545,14,Diamond,2,blue
13631,99,11,3070.42,2,1,5,215,8,Silver,0,red
13632,24,146,2121.27,4,5,5,455,14,Diamond,2,blue
13634,33,188,1575.16,3,5,4,354,12,Platinum,0,red
13635,67,62,1071.03,3,4,4,344,11,Platinum,0,red
13636,36,63,949.12,3,4,4,344,11,Platinum,0,red
13637,52,101,810.5,3,4,3,343,10,Gold,0,red
13638,15,8,122.64,4,1,1,411,6,Silver,1,green
13639,74,40,1033.34,2,3,4,234,9,Gold,0,red
13642,215,66,354.8,1,4,2,142,7,Silver,0,red
13643,31,28,519.44,4,2,3,423,9,Gold,0,red
13644,16,146,2624.26,4,5,5,455,14,Diamond,2,blue
13645,120,5,252.1,2,1,2,212,5,Basic,1,green
13647,9,79,1678.12,5,4,4,544,13,Platinum,2,blue
13649,256,23,346.6,1,2,2,122,5,Basic,1,green
13650,16,96,1836.34,4,4,4,444,12,Platinum,2,blue
13651,35,6,94.2,3,1,1,311,5,Basic,1,green
13652,45,63,1095.08,3,4,4,344,11,Platinum,0,red
13654,43,166,2707.33,3,5,5,355,13,Platinum,0,red
13655,114,56,932.97,2,3,4,234,9,Gold,0,red
13656,164,49,379.65,2,3,2,232,7,Silver,0,red
13657,10,16,382.14,5,2,2,522,9,Gold,0,red
13658,9,108,2639.17,5,4,5,545,14,Diamond,2,blue
13659,205,104,1573.2,1,4,4,144,9,Gold,0,red
13662,85,53,897.76,2,3,4,234,9,Gold,0,red
13663,179,13,189.47,1,1,1,111,3,Basic,1,green
13666,60,12,84.65,3,1,1,311,5,Basic,1,green
13667,149,87,305.02,2,4,2,242,8,Silver,0,red
13668,2,470,6363.59,5,5,5,555,15,Diamond,2,blue
13669,50,9,218.55,3,1,1,311,5,Basic,1,green
13670,75,25,349.7,2,2,2,222,6,Silver,1,green
13672,301,6,186.39,1,1,1,111,3,Basic,1,green
13673,18,65,396.92,4,4,2,442,10,Gold,0,red
13675,151,25,486.82,2,2,3,223,7,Silver,1,green
13678,151,16,232.6,2,2,1,221,5,Basic,1,green
13680,1,195,3722.42,5,5,5,555,15,Diamond,2,blue
13681,17,57,827.83,4,3,3,433,10,Gold,0,red
13682,187,3,59.5,1,1,1,111,3,Basic,1,green
13684,285,30,67.23,1,3,1,131,5,Basic,1,green
13685,2,39,3119.44,5,3,5,535,13,Platinum,2,blue
13686,182,8,72,1,1,1,111,3,Basic,1,green
13689,63,6,910,3,1,4,314,8,Silver,1,green
13690,59,9,172.25,3,1,1,311,5,Basic,1,green
13692,24,53,1488.32,4,3,4,434,11,Platinum,0,red
13694,3,568,65039.62,5,5,5,555,15,Diamond,2,blue
13695,31,90,2504.13,4,4,5,445,13,Platinum,0,red
13697,38,12,151.3,3,1,1,311,5,Basic,1,green
13699,155,14,308.58,2,2,2,222,6,Silver,1,green
13700,26,197,2265.12,4,5,5,455,14,Diamond,2,blue
13703,318,1,99.5,1,1,1,111,3,Basic,1,green
13704,5,134,2308.06,5,5,5,555,15,Diamond,2,blue
13705,7,28,711.86,5,2,3,523,10,Gold,0,red
13706,302,20,330.79,1,2,2,122,5,Basic,1,green
13707,267,48,806.41,1,3,3,133,7,Silver,0,red
13708,271,51,296.88,1,3,2,132,6,Silver,1,green
13709,3,336,6328.05,5,5,5,555,15,Diamond,2,blue
13710,31,8,180.48,4,1,1,411,6,Silver,1,green
13711,218,13,252.06,1,1,2,112,4,Basic,1,green
13712,246,10,228.84,1,1,1,111,3,Basic,1,green
13715,281,105,1079.34,1,4,4,144,9,Gold,0,red
13716,269,21,138.28,1,2,1,121,4,Basic,1,green
13717,32,102,1445.01,4,4,4,444,12,Platinum,0,red
13718,246,12,306.55,1,1,2,112,4,Basic,1,green
13719,15,60,1041.68,4,4,4,444,12,Platinum,0,red
13720,116,43,799.9,2,3,3,233,8,Silver,0,red
13721,36,28,524.14,3,2,3,323,8,Silver,0,red
13722,131,85,2375.41,2,4,5,245,11,Platinum,0,red
13723,217,6,199.85,1,1,1,111,3,Basic,1,green
13725,49,104,1980.56,3,4,5,345,12,Platinum,0,red
13726,38,42,1079.66,3,3,4,334,10,Gold,0,red
13727,28,20,333.48,4,2,2,422,8,Silver,0,red
13728,36,63,1016.14,3,4,4,344,11,Platinum,0,red
13730,135,43,752.6,2,3,3,233,8,Silver,0,red
13731,219,38,610.59,1,3,3,133,7,Silver,0,red
13732,28,33,491.86,4,3,3,433,10,Gold,0,red
13735,24,196,2885.24,4,5,5,455,14,Diamond,2,blue
13736,5,191,731.9,5,5,3,553,13,Platinum,2,blue
13737,200,30,339.6,1,3,2,132,6,Silver,1,green
13739,18,3,216.9,4,1,1,411,6,Silver,1,green
13740,240,23,350.75,1,2,2,122,5,Basic,1,green
13741,71,34,668.43,3,3,3,333,9,Gold,0,red
13742,16,321,3131.02,4,5,5,455,14,Diamond,2,blue
13743,2,41,1341.6,5,3,4,534,12,Platinum,2,blue
13744,95,72,1156.36,2,4,4,244,10,Gold,0,red
13745,162,25,300.04,2,2,2,222,6,Silver,1,green
13747,373,1,79.6,1,1,1,111,3,Basic,1,green
13748,95,28,948.25,2,2,4,224,8,Silver,0,red
13750,53,24,1647.26,3,2,4,324,9,Gold,0,red
13751,288,9,296.25,1,1,2,112,4,Basic,1,green
13752,124,76,1186.28,2,4,4,244,10,Gold,0,red
13753,287,35,741.26,1,3,3,133,7,Silver,0,red
13754,151,12,282.6,2,1,2,212,5,Basic,1,green
13755,3,342,2161.35,5,5,5,555,15,Diamond,2,blue
13756,2,142,5189.52,5,5,5,555,15,Diamond,2,blue
13758,11,117,3190.55,5,4,5,545,14,Diamond,2,blue
13759,33,25,659.41,3,2,3,323,8,Silver,0,red
13760,54,57,286.79,3,3,2,332,8,Silver,0,red
13761,50,70,1070.65,3,4,4,344,11,Platinum,0,red
13762,218,7,306.72,1,1,2,112,4,Basic,1,green
13763,63,15,1714.96,3,2,4,324,9,Gold,0,red
13764,70,208,1521.76,3,5,4,354,12,Platinum,0,red
13767,2,368,17220.36,5,5,5,555,15,Diamond,2,blue
13769,2,135,2796.51,5,5,5,555,15,Diamond,2,blue
13771,64,119,2634.45,3,4,5,345,12,Platinum,0,red
13772,33,177,1132.13,3,5,4,354,12,Platinum,0,red
13774,81,22,345,2,2,2,222,6,Silver,1,green
13777,1,197,25977.16,5,5,5,555,15,Diamond,2,blue
13778,103,9,178.7,2,1,1,211,4,Basic,1,green
13780,7,57,360.01,5,3,2,532,10,Gold,0,red
13781,250,17,127.84,1,2,1,121,4,Basic,1,green
13782,12,115,912,5,4,4,544,13,Platinum,0,red
13784,9,31,2462.79,5,3,5,535,13,Platinum,2,blue
13786,367,7,230.4,1,1,1,111,3,Basic,1,green
13787,75,31,309.04,2,3,2,232,7,Silver,1,green
13790,4,45,348.8,5,3,2,532,10,Gold,0,red
13791,127,11,1516,2,1,4,214,7,Silver,0,red
13792,66,13,195.55,3,1,1,311,5,Basic,1,green
13798,1,349,37153.85,5,5,5,555,15,Diamond,2,blue
13799,116,39,688.86,2,3,3,233,8,Silver,0,red
13800,309,33,558.32,1,3,3,133,7,Silver,1,green
13801,66,23,324.8,3,2,2,322,7,Silver,1,green
13802,138,60,4599.42,2,4,5,245,11,Platinum,0,red
13803,255,17,277.07,1,2,2,122,5,Basic,1,green
13804,30,137,2635.79,4,5,5,455,14,Diamond,2,blue
13805,52,13,924.6,3,1,4,314,8,Silver,0,red
13806,63,10,256.38,3,1,2,312,6,Silver,1,green
13807,367,7,112.6,1,1,1,111,3,Basic,1,green
13808,5,76,1747.66,5,4,4,544,13,Platinum,2,blue
13819,301,36,1140.35,1,3,4,134,8,Silver,0,red
13821,144,59,385.64,2,4,2,242,8,Silver,0,red
13822,5,96,632,5,4,3,543,12,Platinum,2,blue
13823,18,40,957.66,4,3,4,434,11,Platinum,0,red
13824,32,46,1698.94,4,3,4,434,11,Platinum,0,red
13826,176,10,189.5,2,1,1,211,4,Basic,1,green
13827,57,93,412.05,3,4,2,342,9,Gold,0,red
13828,22,15,209.49,4,2,1,421,7,Silver,1,green
13831,16,74,2202.99,4,4,5,445,13,Platinum,2,blue
13832,19,3,52.2,4,1,1,411,6,Silver,1,green
13833,159,29,384.8,2,2,2,222,6,Silver,1,green
13835,25,55,834.57,4,3,3,433,10,Gold,0,red
13837,211,19,271.24,1,2,2,122,5,Basic,1,green
13838,5,174,691.73,5,5,3,553,13,Platinum,2,blue
13841,252,1,85,1,1,1,111,3,Basic,1,green
13842,58,206,3385.62,3,5,5,355,13,Platinum,0,red
13844,11,20,361.62,5,2,2,522,9,Gold,0,red
13845,64,9,312.98,3,1,2,312,6,Silver,1,green
13846,24,55,865.06,4,3,3,433,10,Gold,0,red
13848,92,5,1255,2,1,4,214,7,Silver,1,green
13849,51,101,1537.95,3,4,4,344,11,Platinum,0,red
13850,129,93,1595.48,2,4,4,244,10,Gold,0,red
13851,95,81,2651.46,2,4,5,245,11,Platinum,0,red
13853,57,23,1090.14,3,2,4,324,9,Gold,0,red
13854,8,110,8109.52,5,4,5,545,14,Diamond,2,blue
13856,168,14,388.5,2,2,2,222,6,Silver,1,green
13858,57,11,216.17,3,1,1,311,5,Basic,1,green
13859,326,28,201.16,1,2,1,121,4,Basic,1,green
13860,1,76,1245.9,5,4,4,544,13,Platinum,2,blue
13862,18,139,2209.36,4,5,5,455,14,Diamond,2,blue
13863,247,20,305.78,1,2,2,122,5,Basic,1,green
13865,58,30,501.56,3,3,3,333,9,Gold,0,red
13866,74,7,145.67,2,1,1,211,4,Basic,1,green
13867,31,61,1015.29,4,4,4,444,12,Platinum,0,red
13868,7,33,3192.54,5,3,5,535,13,Platinum,2,blue
13869,123,307,3104.95,2,5,5,255,12,Platinum,0,red
13870,2,115,2770.94,5,4,5,545,14,Diamond,2,blue
13871,22,336,6403.25,4,5,5,455,14,Diamond,2,blue
13873,119,23,389.6,2,2,2,222,6,Silver,1,green
13874,358,18,540.45,1,2,3,123,6,Silver,1,green
13875,53,104,1786.79,3,4,4,344,11,Platinum,0,red
13876,63,7,122.7,3,1,1,311,5,Basic,1,green
13877,86,3,117.24,2,1,1,211,4,Basic,1,green
13878,54,36,1281.53,3,3,4,334,10,Gold,0,red
13880,21,165,3219.77,4,5,5,455,14,Diamond,2,blue
13881,3,178,17159.52,5,5,5,555,15,Diamond,2,blue
13882,2,65,1191.13,5,4,4,544,13,Platinum,2,blue
13883,10,142,2674.48,5,5,5,555,15,Diamond,2,blue
13884,7,59,787.6,5,4,3,543,12,Platinum,0,red
13885,189,28,506.8,1,2,3,123,6,Silver,1,green
13886,71,16,243.56,3,2,2,322,7,Silver,1,green
13887,204,19,349.55,1,2,2,122,5,Basic,1,green
13888,119,40,605.63,2,3,3,233,8,Silver,0,red
13889,92,15,416.9,2,2,2,222,6,Silver,1,green
13890,1,110,1883.81,5,4,4,544,13,Platinum,2,blue
13892,26,27,632.97,4,2,3,423,9,Gold,0,red
13893,297,21,821.1,1,2,3,123,6,Silver,1,green
13894,23,27,564.62,4,2,3,423,9,Gold,0,red
13895,28,118,2593.07,4,4,5,445,13,Platinum,2,blue
13897,50,17,311.16,3,2,2,322,7,Silver,1,green
13898,325,12,155.93,1,1,1,111,3,Basic,1,green
13899,16,19,388.52,4,2,2,422,8,Silver,0,red
13900,183,43,740.95,1,3,3,133,7,Silver,0,red
13901,72,149,2867.2,2,5,5,255,12,Platinum,0,red
13904,37,26,332.64,3,2,2,322,7,Silver,0,red
13908,79,122,2369.55,2,5,5,255,12,Platinum,0,red
13911,57,148,2580.91,3,5,5,355,13,Platinum,0,red
13914,11,33,626.45,5,3,3,533,11,Platinum,0,red
13917,49,18,272.04,3,2,2,322,7,Silver,1,green
13918,49,30,1212.84,3,3,4,334,10,Gold,0,red
13922,351,7,172.25,1,1,1,111,3,Basic,1,green
13923,53,20,351.13,3,2,2,322,7,Silver,1,green
13924,1,117,1838.85,5,4,4,544,13,Platinum,2,blue
13925,92,41,678.25,2,3,3,233,8,Silver,0,red
13926,23,11,223.85,4,1,1,411,6,Silver,1,green
13927,74,21,348.99,2,2,2,222,6,Silver,1,green
13928,10,27,464.57,5,2,2,522,9,Gold,0,red
13929,169,9,842.65,2,1,3,213,6,Silver,1,green
13930,57,17,337.34,3,2,2,322,7,Silver,1,green
13931,95,58,1237.53,2,3,4,234,9,Gold,0,red
13932,294,16,307.4,1,2,2,122,5,Basic,1,green
13933,109,23,608.79,2,2,3,223,7,Silver,0,red
13934,263,31,922.1,1,3,4,134,8,Silver,0,red
13936,179,26,376.58,1,2,2,122,5,Basic,1,green
13937,169,9,158.85,2,1,1,211,4,Basic,1,green
13938,35,7,71.66,3,1,1,311,5,Basic,1,green
13939,23,45,568.55,4,3,3,433,10,Gold,0,red
13940,17,49,839.14,4,3,3,433,10,Gold,0,red
13941,21,45,5112.96,4,3,5,435,12,Platinum,2,blue
13946,79,11,561.57,2,1,3,213,6,Silver,1,green
13947,65,5,90.6,3,1,1,311,5,Basic,1,green
13948,360,3,102,1,1,1,111,3,Basic,1,green
13949,2,160,2427.32,5,5,5,555,15,Diamond,2,blue
13950,11,35,745.06,5,3,3,533,11,Platinum,0,red
13951,176,39,674.45,2,3,3,233,8,Silver,0,red
13952,217,137,3251.071,1,5,5,155,11,Platinum,0,red
13953,7,20,3515.68,5,2,5,525,12,Platinum,2,blue
13954,1,25,439.92,5,2,2,522,9,Gold,2,blue
13955,154,33,322.96,2,3,2,232,7,Silver,1,green
13956,5,152,1026.42,5,5,4,554,14,Diamond,2,blue
13959,79,92,598.2,2,4,3,243,9,Gold,0,red
13960,21,12,230.22,4,1,1,411,6,Silver,1,green
13962,21,11,169.55,4,1,1,411,6,Silver,1,green
13963,308,35,664.54,1,3,3,133,7,Silver,0,red
13967,145,2,80.7,2,1,1,211,4,Basic,1,green
13969,7,626,9053.94,5,5,5,555,15,Diamond,2,blue
13971,18,149,2758.26,4,5,5,455,14,Diamond,2,blue
13972,70,15,190.25,3,2,1,321,6,Silver,1,green
13973,287,11,264.7,1,1,2,112,4,Basic,1,green
13974,49,28,413.59,3,2,2,322,7,Silver,0,red
13975,31,338,2526.28,4,5,5,455,14,Diamond,2,blue
13976,206,10,357.98,1,1,2,112,4,Basic,1,green
13978,14,15,196.79,4,2,1,421,7,Silver,1,green
13979,73,54,869.87,2,3,3,233,8,Silver,0,red
13980,60,11,200.14,3,1,1,311,5,Basic,1,green
13982,39,111,1871.81,3,4,4,344,11,Platinum,0,red
13983,29,107,2603.43,4,4,5,445,13,Platinum,0,red
13984,26,16,920.51,4,2,4,424,10,Gold,0,red
13985,4,351,7060.13,5,5,5,555,15,Diamond,2,blue
13986,17,13,320.46,4,1,2,412,7,Silver,1,green
13988,19,234,4147.96,4,5,5,455,14,Diamond,2,blue
13989,65,41,1266.08,3,3,4,334,10,Gold,0,red
13990,213,16,311.3,1,2,2,122,5,Basic,1,green
13991,12,84,855.97,5,4,3,543,12,Platinum,0,red
13992,30,5,76.8,4,1,1,411,6,Silver,1,green
13993,42,121,3466.36,3,5,5,355,13,Platinum,0,red
13994,3,155,2313.14,5,5,5,555,15,Diamond,2,blue
13995,15,86,1393.69,4,4,4,444,12,Platinum,0,red
13999,10,208,3901.81,5,5,5,555,15,Diamond,2,blue
14000,211,15,635.66,1,2,3,123,6,Silver,1,green
14001,45,39,2043.08,3,3,5,335,11,Platinum,0,red
14002,134,47,529.73,2,3,3,233,8,Silver,0,red
14004,43,171,4582.64,3,5,5,355,13,Platinum,2,blue
14005,9,84,2874.72,5,4,5,545,14,Diamond,2,blue
14006,115,30,962.19,2,3,4,234,9,Gold,0,red
14009,198,42,695.61,1,3,3,133,7,Silver,0,red
14012,277,11,328.8,1,1,2,112,4,Basic,1,green
14013,110,34,473.02,2,3,3,233,8,Silver,0,red
14014,77,39,505.18,2,3,3,233,8,Silver,0,red
14015,52,20,917.34,3,2,4,324,9,Gold,0,red
14019,46,66,1421.61,3,4,4,344,11,Platinum,0,red
14020,16,39,642.8,4,3,3,433,10,Gold,0,red
14021,155,22,631.9,2,2,3,223,7,Silver,1,green
14022,225,28,440,1,2,2,122,5,Basic,1,green
14023,7,31,584.07,5,3,3,533,11,Platinum,0,red
14024,121,16,327.7,2,2,2,222,6,Silver,1,green
14027,60,6,104.82,3,1,1,311,5,Basic,1,green
14029,63,15,467.66,3,2,3,323,8,Silver,1,green
14030,18,243,2360.09,4,5,5,455,14,Diamond,2,blue
14031,7,250,17286.86,5,5,5,555,15,Diamond,2,blue
14032,2,143,2975.59,5,5,5,555,15,Diamond,2,blue
14034,22,89,651.82,4,4,3,443,11,Platinum,0,red
14035,28,66,1428.02,4,4,4,444,12,Platinum,0,red
14036,284,38,626.65,1,3,3,133,7,Silver,0,red
14037,176,28,147.2,2,2,1,221,5,Basic,1,green
14038,78,92,1560.38,2,4,4,244,10,Gold,0,red
14039,33,6,152.2,3,1,1,311,5,Basic,1,green
14040,40,235,3614.92,3,5,5,355,13,Platinum,2,blue
14041,266,21,141.41,1,2,1,121,4,Basic,1,green
14044,26,209,652.82,4,5,3,453,12,Platinum,0,red
14045,109,6,1659.75,2,1,4,214,7,Silver,1,green
14046,284,14,154.99,1,2,1,121,4,Basic,1,green
14047,8,32,1308.61,5,3,4,534,12,Platinum,0,red
14048,305,85,409.93,1,4,2,142,7,Silver,0,red
14049,16,488,5681.72,4,5,5,455,14,Diamond,2,blue
14050,31,54,746.36,4,3,3,433,10,Gold,0,red
14051,1,210,15610.39,5,5,5,555,15,Diamond,2,blue
14052,19,56,225.36,4,3,1,431,8,Silver,0,red
14053,124,4,260.25,2,1,2,212,5,Basic,1,green
14054,65,6,92.46,3,1,1,311,5,Basic,1,green
14055,106,10,725.64,2,1,3,213,6,Silver,1,green
14056,1,1106,8214.65,5,5,5,555,15,Diamond,2,blue
14057,23,284,6217.96,4,5,5,455,14,Diamond,2,blue
14059,266,8,183.6,1,1,1,111,3,Basic,1,green
14060,4,202,6140.42,5,5,5,555,15,Diamond,2,blue
14062,9,111,10464.85,5,4,5,545,14,Diamond,2,blue
14064,29,80,1353.74,4,4,4,444,12,Platinum,0,red
14066,266,7,152.55,1,1,1,111,3,Basic,1,green
14067,63,52,374.7,3,3,2,332,8,Silver,0,red
14068,320,24,265.85,1,2,2,122,5,Basic,1,green
14071,3,324,1438.82,5,5,4,554,14,Diamond,2,blue
14073,32,13,151.04,4,1,1,411,6,Silver,1,green
14075,4,43,942.26,5,3,4,534,12,Platinum,2,blue
14076,129,46,122.47,2,3,1,231,6,Silver,1,green
14077,40,42,499.42,3,3,3,333,9,Gold,0,red
14078,101,65,1049.37,2,4,4,244,10,Gold,0,red
14079,124,12,375.1,2,1,2,212,5,Basic,1,green
14080,32,4,45.6,4,1,1,411,6,Silver,1,green
14081,302,153,934.52,1,5,4,154,10,Gold,0,red
14082,364,29,182.25,1,2,1,121,4,Basic,1,green
14083,4,181,1018.43,5,5,4,554,14,Diamond,2,blue
14085,2,450,4448.54,5,5,5,555,15,Diamond,2,blue
14087,2,69,194.42,5,4,1,541,10,Gold,0,red
14088,10,589,50491.81,5,5,5,555,15,Diamond,2,blue
14089,56,14,161,3,2,1,321,6,Silver,1,green
14090,324,1,76.32,1,1,1,111,3,Basic,1,green
14092,7,214,4076.91,5,5,5,555,15,Diamond,2,blue
14093,12,105,442.85,5,4,2,542,11,Platinum,0,red
14096,4,5111,65164.79,5,5,5,555,15,Diamond,2,blue
14098,36,21,147.35,3,2,1,321,6,Silver,1,green
14099,16,250,3104.17,4,5,5,455,14,Diamond,2,blue
14100,137,26,194.9,2,2,1,221,5,Basic,1,green
14101,73,35,5976.79,2,3,5,235,10,Gold,0,red
14102,5,79,1360.28,5,4,4,544,13,Platinum,2,blue
14104,154,21,216.21,2,2,1,221,5,Basic,1,green
14105,239,74,1266.23,1,4,4,144,9,Gold,0,red
14107,51,123,2703.23,3,5,5,355,13,Platinum,0,red
14108,30,34,597.91,4,3,3,433,10,Gold,0,red
14109,72,9,144.2,2,1,1,211,4,Basic,1,green
14110,3,156,5683.15,5,5,5,555,15,Diamond,2,blue
14111,14,10,692.85,4,1,3,413,8,Silver,0,red
14112,22,160,2915.15,4,5,5,455,14,Diamond,2,blue
14113,3,34,1840.42,5,3,4,534,12,Platinum,2,blue
14114,273,15,386.53,1,2,2,122,5,Basic,1,green
14116,19,72,1382.74,4,4,4,444,12,Platinum,0,red
14117,143,3,90,2,1,1,211,4,Basic,1,green
14121,3,159,2780.15,5,5,5,555,15,Diamond,2,blue
14124,84,5,419.58,2,1,2,212,5,Basic,1,green
14125,10,167,2740.43,5,5,5,555,15,Diamond,2,blue
14126,7,15,706.13,5,2,3,523,10,Gold,0,red
14127,122,44,709.71,2,3,3,233,8,Silver,0,red
14128,60,46,637.5,3,3,3,333,9,Gold,0,red
14129,1,52,1123.86,5,3,4,534,12,Platinum,2,blue
14130,319,67,483.86,1,4,3,143,8,Silver,0,red
